JP,13,TOKYO,62552,114.167.251.253
JP,13,TOKYO,61006,114.69.44.214
JP,13,TOKYO,54100,118.17.181.83
JP,13,TOKYO,59742,121.94.213.47
JP,13,TOKYO,63175,122.249.243.223
JP,13,TOKYO,54478,125.13.220.21
JP,13,TOKYO,60214,126.221.9.34
JP,13,TOKYO,61277,153.219.96.213
JP,13,TOKYO,63058,202.244.234.251
JP,13,TOKYO,49125,218.121.224.205
JP,13,TOKYO,59242,219.169.101.254
JP,13,TOKYO,60665,220.213.52.37
JP,13,TOKYO,63109,220.35.181.43
JP,13,TOKYO,56380,223.135.71.1
JP,13,TOKYO,61210,223.218.109.1
JP,13,TOKYO,58419,223.218.147.1
JP,13,TOKYO,62467,223.218.167.1
JP,13,TOKYO,61268,223.218.170.1
JP,13,TOKYO,35897,223.218.178.1
JP,13,TOKYO,63203,223.219.131.1
JP,13,TOKYO,57001,223.219.150.1
JP,13,TOKYO,62741,223.219.152.1
JP,13,TOKYO,58465,223.219.153.1
JP,13,TOKYO,63974,223.219.154.1
JP,13,TOKYO,55766,223.219.156.1
JP,13,TOKYO,61175,223.219.157.1
JP,13,TOKYO,57756,223.219.158.1
JP,13,TOKYO,53899,223.219.159.1
JP,13,TOKYO,62408,223.219.163.1
JP,13,TOKYO,63158,223.219.168.1
JP,13,TOKYO,62757,223.219.173.1
JP,13,TOKYO,62103,223.219.202.1
JP,13,TOKYO,60530,223.219.203.1
JP,13,TOKYO,53690,223.219.204.1
JP,13,TOKYO,63329,223.219.205.1
JP,13,TOKYO,64331,223.219.206.1
JP,13,TOKYO,61913,223.219.207.1
JP,13,TOKYO,58295,223.219.213.1
JP,13,TOKYO,61578,223.219.216.1
JP,13,TOKYO,64039,223.219.217.1
JP,13,TOKYO,61303,223.219.218.1
JP,13,TOKYO,61670,223.219.219.1
JP,13,TOKYO,62338,223.219.220.1
JP,13,TOKYO,63555,223.219.221.1
JP,13,TOKYO,61657,223.219.249.1
JP,13,TOKYO,57405,223.219.251.1
JP,13,TOKYO,49354,223.219.252.1
JP,13,TOKYO,60022,223.219.253.1
JP,13,TOKYO,62900,223.219.254.1
JP,13,TOKYO,59641,223.219.255.1
JP,13,TOKYO,64204,223.219.37.1
JP,13,TOKYO,54021,223.219.72.1
JP,13,TOKYO,64432,223.219.78.1
JP,13,TOKYO,64350,223.219.81.1
JP,13,TOKYO,57959,223.219.97.1
JP,13,TOKYO,60158,223.223.112.1
JP,13,TOKYO,64011,223.223.113.1
JP,13,TOKYO,60860,223.223.114.1
JP,13,TOKYO,64212,223.223.115.1
JP,13,TOKYO,64487,223.223.116.1
JP,13,TOKYO,64223,223.223.117.1
JP,13,TOKYO,55972,223.223.118.1
JP,13,TOKYO,64379,223.223.119.1
JP,13,TOKYO,56375,223.223.120.1
JP,13,TOKYO,61450,223.223.121.1
JP,13,TOKYO,62332,223.223.122.1
JP,13,TOKYO,57962,223.223.123.1
JP,13,TOKYO,63069,223.223.13.1
JP,13,TOKYO,61169,223.223.164.1
JP,13,TOKYO,54381,223.223.165.1
JP,13,TOKYO,62740,223.223.166.1
JP,13,TOKYO,64023,223.223.167.1
JP,13,TOKYO,56277,223.223.208.1
JP,13,TOKYO,53684,223.223.209.1
JP,13,TOKYO,61781,223.223.210.1
JP,13,TOKYO,59320,223.223.215.1
JP,13,TOKYO,50571,223.223.62.1
JP,13,TOKYO,64500,223.223.63.1
JP,13,TOKYO,57380,223.223.82.1
JP,13,TOKYO,59266,36.244.151.174
JP,13,TOKYO,63876,59.132.106.234
JP,13,TOKYO,62825,60.122.30.13
JP,13,TOKYO,64177,61.22.29.145
